customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Cuentas_Diarias
2578-JQPHZ,0,Male,0,0,0,44,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),100.1,100.1,3.3
2580-ASVVY,0,Female,0,1,0,37,0,0,DSL,1,0,0,1,1,0,Two year,0,Electronic check,45.4,45.4,1.5
2580-ATZSQ,0,Female,0,1,1,65,1,0,DSL,1,1,1,0,0,0,One year,0,Bank transfer (automatic),61.35,61.35,2.0
2581-VKIRT,0,Female,0,1,1,59,1,1,DSL,1,1,0,1,0,0,One year,0,Mailed check,65.5,65.5,2.2
2582-FFFZR,0,Female,0,0,0,22,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.6,50.6,1.7
2585-KTFRE,0,Male,0,0,1,1,1,0,DSL,1,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),70.45,70.45,2.3
2586-CWXVV,0,Male,0,1,0,54,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,30.4,30.4,1.0
2587-EKXTS,0,Male,0,0,0,44,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,111.5,111.5,3.7
2587-YNLES,0,Female,0,1,1,6,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,20.1,0.7
2589-AYCRP,0,Female,0,0,0,50,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.75,19.75,0.7
2592-HODOV,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,19.3,0.6
2592-SEIFQ,1,Male,0,0,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.75,24.75,0.8
2592-YKDIF,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,20.35,0.7
2595-KIWPV,0,Male,0,0,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,19.7,0.7
2599-CIPQE,0,Male,0,1,1,71,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),109.3,109.3,3.6
2599-CZABP,0,Male,0,1,0,14,1,0,DSL,0,0,0,0,0,0,One year,0,Electronic check,44.6,44.6,1.5
2603-HVKCG,0,Male,0,0,0,31,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,101.4,101.4,3.4
2604-IJPDU,0,Female,0,1,0,20,1,0,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Electronic check,96.55,96.55,3.2
2604-XVDAM,0,Female,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),43.8,43.8,1.5
2606-PKWJB,0,Male,0,0,1,40,0,0,DSL,1,1,0,1,0,0,One year,0,Mailed check,40.25,40.25,1.3
2606-RMDHZ,1,Male,0,0,0,6,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),30.5,30.5,1.0
2607-DHDAK,0,Male,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.8,19.8,0.7
2607-FBDFF,0,Male,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),49.0,49.0,1.6
2608-BHKFN,1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),70.05,70.05,2.3
2609-IAICY,1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,77.15,77.15,2.6
2612-PHGOX,0,Male,0,1,0,64,1,1,DSL,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),76.1,76.1,2.5
2612-RANWT,1,Female,0,0,0,12,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.15,100.15,3.3
2612-RRIDN,1,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,81.0,2.7
2615-YVMYX,0,Male,1,1,0,71,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,107.5,107.5,3.6
2616-FLVQC,0,Male,0,0,0,64,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.55,19.55,0.7
2616-UUTFK,0,Male,0,1,0,33,1,1,DSL,1,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),72.75,72.75,2.4
2619-WFQWU,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.15,70.15,2.3
2621-UDNLU,0,Female,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.85,20.85,0.7
2623-DRYAM,0,Female,0,1,0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,101.75,101.75,3.4
2625-TRCZQ,0,Female,0,1,0,51,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.65,49.65,1.7
2626-URJFX,1,Male,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.9,50.9,1.7
2626-VEEWG,0,Male,0,1,1,67,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.4,19.4,0.6
2632-IVXVF,0,Female,0,1,1,68,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Credit card (automatic),111.75,111.75,3.7
2632-TACXW,0,Female,0,1,0,62,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.65,23.65,0.8
2632-UCGVD,1,Male,1,1,0,66,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),100.05,100.05,3.3
2634-HCZGT,1,Male,1,1,0,53,1,1,DSL,1,0,0,1,0,0,One year,1,Electronic check,60.05,60.05,2.0
2636-ALXXZ,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,69.6,2.3
2636-OHFMN,1,Male,0,1,0,4,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,48.55,48.55,1.6
2636-SJDOU,0,Male,0,0,0,64,1,1,Fiber optic,1,1,0,0,0,0,One year,1,Credit card (automatic),84.3,84.3,2.8
2637-FKFSY,0,Female,0,1,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,46.1,46.1,1.5
2639-UGMAZ,0,Male,1,0,0,71,0,0,DSL,1,1,0,0,1,1,One year,1,Electronic check,56.45,56.45,1.9
2640-LYMOV,0,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.65,19.65,0.7
2640-PMGFL,1,Male,0,0,1,27,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,79.5,79.5,2.6
2642-DTVCO,1,Male,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.05,85.05,2.8
2642-MAWLJ,0,Female,0,1,1,36,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.25,20.25,0.7
2645-QTLMB,1,Male,0,0,0,7,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.25,94.25,3.1
2649-HWLYB,0,Male,0,1,0,65,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),76.15,76.15,2.5
2650-GYRYL,0,Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.45,19.45,0.6
2651-ZCBXV,0,Male,0,0,0,54,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),108.0,108.0,3.6
2654-VBVPB,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.9,19.9,0.7
2656-FMOKZ,1,Female,1,0,0,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,74.45,2.5
2656-TABEH,1,Male,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,100.2,3.3
2657-ALMWY,1,Female,1,1,0,26,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,84.95,84.95,2.8
2657-VPXTA,0,Female,0,1,1,10,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,88.85,88.85,3.0
2659-VXMWZ,1,Male,0,1,1,67,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,111.3,111.3,3.7
2660-EMUBI,1,Male,1,0,0,10,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.35,95.35,3.2
2661-GKBTK,0,Male,0,1,1,60,1,0,DSL,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),76.95,76.95,2.6
2662-NNTDK,0,Male,0,0,0,65,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),24.8,24.8,0.8
2664-XJZNO,0,Male,0,1,1,72,1,0,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),104.9,104.9,3.5
2665-NPTGL,0,Female,1,1,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),98.1,98.1,3.3
2667-WYLWJ,1,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.75,19.75,0.7
2668-TZSPS,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,20.45,0.7
2669-OIDSD,0,Female,0,1,0,48,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),100.05,100.05,3.3
2669-QVCRG,0,Female,0,0,0,41,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),81.3,81.3,2.7
2672-DZUOY,1,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.15,25.15,0.8
2672-HUYVI,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.1,91.1,3.0
2672-OJQZP,0,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.75,44.75,1.5
2672-TGEFF,0,Female,0,1,1,37,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,88.8,88.8,3.0
2673-CXQEU,0,Female,1,0,0,56,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Electronic check,110.5,110.5,3.7
2673-ZALNP,0,Female,0,0,0,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,19.9,0.7
2674-MIAHT,0,Female,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,80.3,80.3,2.7
2674-MLXMN,0,Female,1,0,0,71,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.65,99.65,3.3
2675-DHUTR,0,Male,1,1,0,58,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,98.9,98.9,3.3
2675-IJRGJ,0,Male,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.65,19.65,0.7
2675-OTVVJ,0,Male,1,1,0,31,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,89.45,89.45,3.0
2676-ISHSF,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.3,20.3,0.7
2676-OXPPQ,0,Male,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),55.7,55.7,1.9
2676-SSLTO,0,Male,0,0,0,49,1,1,DSL,0,0,0,1,1,0,Two year,1,Bank transfer (automatic),66.15,66.15,2.2
2680-XKKNJ,0,Female,0,0,0,8,1,0,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),58.2,58.2,1.9
2682-KEVRP,0,Female,1,0,0,22,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.05,20.05,0.7
2683-BPJSO,1,Male,0,1,0,29,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,84.45,84.45,2.8
2683-JXWQQ,0,Male,0,1,1,61,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),33.6,33.6,1.1
2684-EIWEO,1,Female,1,0,0,30,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Credit card (automatic),91.7,91.7,3.1
2685-SREOM,1,Female,0,1,1,25,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.1,89.1,3.0
2688-BHGOG,0,Male,1,0,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.55,79.55,2.7
2690-DVRVK,0,Male,0,1,1,5,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.55,20.55,0.7
2691-NZETQ,1,Male,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.35,85.35,2.8
2692-AQCPF,0,Female,0,1,0,65,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),108.05,108.05,3.6
2692-BUCFV,0,Male,1,0,0,29,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.45,101.45,3.4
2692-PFYTJ,0,Female,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.75,25.75,0.9
2694-CIUMO,0,Female,0,0,0,12,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),79.55,79.55,2.7
2696-ECXKC,0,Female,0,1,1,55,1,1,Fiber optic,1,0,0,0,1,1,One year,0,Mailed check,100.9,100.9,3.4
2696-NARTR,1,Male,0,0,0,11,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,73.85,73.85,2.5
2696-RZVZW,0,Male,0,1,0,68,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,25.05,0.8
2697-NQBPF,0,Male,0,0,0,34,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,105.35,105.35,3.5
2700-LUEVA,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.75,20.75,0.7
2703-AMTUL,0,Male,0,1,1,36,1,0,DSL,1,1,0,0,0,0,One year,0,Mailed check,53.65,53.65,1.8
2706-QZIHY,0,Female,0,1,0,15,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.2,25.2,0.8
2709-UQGNP,0,Male,0,0,0,10,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,51.65,51.65,1.7
2710-WYVXG,0,Female,0,0,0,3,1,0,DSL,1,1,0,1,0,1,Two year,0,Mailed check,71.1,71.1,2.4
2712-SYWAY,0,Female,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.7,25.7,0.9
2716-GFZOR,0,Male,0,1,0,43,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),86.1,86.1,2.9
2717-HVIZY,0,Female,0,0,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0.7
2718-GAXQD,1,Female,1,1,1,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.0,46.0,1.5
2718-YSKCS,0,Male,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.6,19.6,0.7
2719-BDAQO,1,Male,0,0,0,17,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,93.85,93.85,3.1
2720-FVBQP,0,Female,0,1,1,6,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),48.95,48.95,1.6
2720-WGKHP,1,Male,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,94.0,3.1
2722-JMONI,1,Female,1,1,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.55,49.55,1.7
2722-VOJQL,1,Male,0,0,0,64,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),105.65,105.65,3.5
2724-FJDYW,0,Male,0,0,1,39,0,0,DSL,0,0,1,1,1,1,One year,0,Bank transfer (automatic),54.85,54.85,1.8
2725-IWWBA,0,Male,0,1,1,46,1,0,DSL,1,0,1,1,0,0,One year,0,Mailed check,56.9,56.9,1.9
2725-KXXWT,1,Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.75,90.75,3.0
2725-TTRIQ,0,Female,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,84.2,2.8
2729-VNVAP,0,Female,0,1,1,33,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.8,19.8,0.7
2731-GJRDG,0,Female,0,0,0,32,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Bank transfer (automatic),109.55,109.55,3.7
2732-ISEZX,0,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.5,20.5,0.7
2737-WFVYW,1,Female,0,0,0,2,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,45.25,45.25,1.5
2737-YNGYW,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.55,80.55,2.7
2739-CACDQ,0,Female,1,0,0,17,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),82.65,82.65,2.8
2739-CCZMB,0,Male,0,0,1,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.35,20.35,0.7
2740-JFBOK,0,Male,0,0,0,10,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.0,24.0,0.8
2740-TVLFN,0,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.15,50.15,1.7
2746-DIJLO,0,Female,0,0,0,41,1,1,DSL,0,1,0,0,0,0,One year,1,Credit card (automatic),56.3,56.3,1.9
2748-MYRVK,1,Female,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Bank transfer (automatic),99.9,99.9,3.3
2749-CTKAJ,0,Male,0,1,1,22,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.15,20.15,0.7
2750-BJLSB,0,Female,0,0,0,47,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,103.7,103.7,3.5
2753-JMMCV,0,Male,0,0,0,65,1,1,DSL,0,1,1,1,0,1,Two year,1,Credit card (automatic),74.2,74.2,2.5
2754-SDJRD,0,Female,1,0,0,8,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),100.15,100.15,3.3
2754-VDLTR,1,Male,0,0,1,10,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,95.2,95.2,3.2
2754-XBHTB,1,Female,0,0,0,9,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),77.65,77.65,2.6
2758-RNWXS,0,Male,0,0,0,35,1,0,Fiber optic,1,0,0,1,0,1,One year,1,Electronic check,89.2,89.2,3.0
2761-OCIAX,1,Male,1,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,74.7,2.5
2761-XECQW,0,Male,1,1,0,8,0,0,DSL,0,1,1,0,0,1,Month-to-month,1,Mailed check,43.35,43.35,1.4
2770-NSVDG,0,Male,0,1,0,24,0,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,29.1,29.1,1.0
2773-MADBQ,0,Female,0,0,0,36,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,53.1,53.1,1.8
2773-OVBPK,0,Male,0,1,0,67,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.3,111.3,3.7
2774-LVQUS,1,Female,1,1,0,15,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,83.05,83.05,2.8
2775-SEFEE,0,Male,0,0,1,0,1,1,DSL,1,1,0,1,0,0,Two year,1,Bank transfer (automatic),61.9,61.9,2.1
2777-PHDEI,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.05,78.05,2.6
2778-OCLGR,1,Male,1,1,0,24,0,0,DSL,1,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),39.1,39.1,1.3
2782-JEEBU,0,Male,0,0,0,21,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36.0,36.0,1.2
2782-LFZVW,0,Female,0,0,0,11,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,58.95,58.95,2.0
2786-GCDPI,0,Female,1,0,0,50,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.95,104.95,3.5
2788-CJQAQ,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.45,19.45,0.6
2789-CZANW,0,Female,0,1,1,64,1,1,Fiber optic,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),110.3,110.3,3.7
2789-HQBOU,0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.35,80.35,2.7
2790-XUYMV,0,Male,0,0,1,71,1,1,Fiber optic,1,1,0,0,0,0,One year,1,Credit card (automatic),85.45,85.45,2.8
2791-SFVEW,0,Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.15,20.15,0.7
2792-LSHWX,0,Female,0,0,0,1,1,0,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Mailed check,83.4,83.4,2.8
2792-VPPET,0,Male,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.5,20.5,0.7
2794-XIMMO,1,Male,0,1,0,53,0,0,DSL,0,1,1,1,1,1,One year,1,Electronic check,60.45,60.45,2.0
2796-NNUFI,0,Female,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.95,19.95,0.7
2796-UUZZO,0,Male,0,1,1,63,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),80.3,80.3,2.7
2798-NYLMZ,0,Male,0,1,0,71,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),108.55,108.55,3.6
2799-ARNLO,0,Female,1,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,69.35,2.3
2799-TSLAG,0,Female,0,1,1,65,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.3,25.3,0.8
2800-QQUSO,0,Male,0,0,0,42,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,100.3,100.3,3.3
2800-VEQXM,0,Female,0,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,74.75,74.75,2.5
2801-NISEI,0,Male,0,0,0,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.95,54.95,1.8
2804-ETQDK,0,Male,0,0,1,66,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.55,20.55,0.7
2805-AUFQN,0,Female,0,0,0,25,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.8,19.8,0.7
2805-EDJPQ,0,Female,0,1,1,56,1,1,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),99.75,99.75,3.3
2806-MLNTI,0,Male,1,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.1,105.1,3.5
2808-CHTDM,0,Female,0,1,1,23,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.1,25.1,0.8
2809-ILCYT,0,Female,0,1,0,25,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,26.8,26.8,0.9
2809-ZMYOQ,0,Female,0,0,0,32,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.35,101.35,3.4
2810-FTLEM,1,Female,0,0,0,16,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,50.15,50.15,1.7
2811-POVEX,0,Female,1,1,1,23,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),88.45,88.45,2.9
2812-ENYMO,0,Male,0,0,0,26,0,0,DSL,1,0,0,1,1,1,One year,0,Credit card (automatic),54.55,54.55,1.8
2812-REYAT,0,Female,0,1,0,49,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.05,20.05,0.7
2812-SFXMJ,0,Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0.7
2815-CPTUL,1,Male,1,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.25,70.25,2.3
2817-LVCPP,0,Female,0,0,0,50,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.4,19.4,0.6
2817-NTQDO,1,Male,0,0,0,13,0,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),45.55,45.55,1.5
2819-GWENI,0,Female,0,1,1,28,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,19.9,0.7
2821-WARNZ,0,Female,0,0,1,49,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.45,19.45,0.6
2823-LKABH,0,Female,0,0,0,18,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),95.05,95.05,3.2
2824-DXNKN,0,Female,0,1,1,72,1,1,DSL,1,0,1,0,1,0,Two year,1,Bank transfer (automatic),71.45,71.45,2.4
2824-MYYBN,0,Female,0,1,1,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.25,95.25,3.2
2826-DXLQO,0,Male,1,1,0,7,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),29.8,29.8,1.0
2826-UWHIS,0,Male,0,1,0,45,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.4,81.4,2.7
2828-SLQPF,0,Male,0,0,0,19,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.0,45.0,1.5
2829-HYVZP,0,Male,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.8,19.8,0.7
2830-LEWOA,0,Male,0,1,1,61,1,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),103.9,103.9,3.5
2831-EBWRN,0,Male,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.9,45.9,1.5
2832-KJCRD,0,Female,0,0,0,38,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,103.65,103.65,3.5
2832-SCUCO,0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.9,19.9,0.7
2833-SLKDQ,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.05,45.05,1.5
2834-JKOOW,0,Female,0,0,0,15,0,0,DSL,1,1,1,1,0,0,One year,0,Mailed check,45.9,45.9,1.5
2834-JRTUA,1,Male,0,0,0,71,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,108.05,108.05,3.6
2834-SPCJV,1,Male,0,1,0,52,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,84.1,84.1,2.8
